X,Y,OBJECTID,Asset_ID,Asset_Grou,Community,Address,Location,Short_ID,Asset_Clas,Asset_Cl00
130.894611002379548,-12.374201968608636,19,PlayEquip 21,Playground Equipment,Leanyer,"37 Castlereagh Dr, Leanyer",Peace Park,Peace Park,57,Playgrounds
130.834760539274214,-12.424329240014139,20,PlayEquip 22,Playground Equipment,Fannie Bay,"131 East Point Rd, Fannie Bay",Fannie Bay Foreshore,Fannie Bay F/S-District,57,Playgrounds
130.828830808012356,-12.412069806364173,21,PlayEquip 23,Playground Equipment,East Point,"Alec Fong Lim  Dr, East Point",East Point Foreshore,East Point Foreshore,57,Playgrounds
130.829252105337503,-12.412317652692636,22,PlayEquip 24,Exercise Equipment,East Point,"Alec Fong Lim  Dr, East Point",East Point Foreshore,East Point Foreshore,57,Playgrounds
130.836160025692209,-12.423289987173765,23,PlayEquip 25,Playground Equipment,Fannie Bay,"6 Elizabeth St, Fannie Bay",Ken Waters Memorial,Ken Waters Memorial Park,57,Playgrounds
130.836475591697308,-12.421359526835142,24,PlayEquip 26,Playground Equipment,Fannie Bay,"22 Hinkler Cres, Fannie Bay",Hinkler Park,Hinkler Park,57,Playgrounds
130.834639609772125,-12.419876065709925,25,PlayEquip 27,Playground Equipment,Fannie Bay,"26 George Cres, Fannie Bay",George Park,George Park,57,Playgrounds
130.841282038132761,-12.428652025938499,26,PlayEquip 28,Playground Equipment,Parap,77 Ross Smith Ave Parap,Parap Pool,Parap Pool Complex,57,Playgrounds
130.84396899296101,-12.427792035960637,27,PlayEquip 29,Playground Equipment,Fannie Bay,"5 Clancy St, Fannie Bay",Clancy Park,Clancy Park,57,Playgrounds
130.844018998522756,-12.427817992999605,28,PlayEquip 30,Playground Equipment,Fannie Bay,"5 Clancy St, Fannie Bay",Clancy Park,Clancy Park,57,Playgrounds
130.842010026723869,-12.430243008546688,29,PlayEquip 31,Playground Equipment,Parap,"14 Macdonald St, Parap",Qantas Park,Qantas Park,57,Playgrounds
130.847133970060014,-12.429539994276393,30,PlayEquip 32,Playground Equipment,Parap,"6 Worgan Street, Parap",Worgan Park,Worgan Park,57,Playgrounds
130.847038979742507,-12.429511995602216,31,PlayEquip 33,Playground Equipment,Parap,"6 Worgan Street, Parap",Worgan Park,Worgan Park,57,Playgrounds
130.848282025293514,-12.431901020129171,32,PlayEquip 34,Playground Equipment,Parap,20 Ross Smith Ave Parap,Arafura Park,Arafura Park,57,Playgrounds
130.851051978305264,-12.436058972492946,33,PlayEquip 37,Playground Equipment,Woolner,"9 Sariago Ct, Woolner",Brian Chong Wee Park,Brian Chong Wee Park,57,Playgrounds
130.854358150883741,-12.439056842939896,34,PlayEquip 38,Playground Equipment,Bayview,"12 Stoddart Dr, Bayview",Stoddart Park,Stoddart Park,57,Playgrounds
130.859267031113035,-12.434950126317561,35,PlayEquip 39,Playground Equipment,Bayview,"9 Perth St, Bayview",Latrobe Street Park,Latrobe Street Park,57,Playgrounds
130.878878014444524,-12.372569025964159,36,PlayEquip 40,Playground Equipment,Nakara,"26 Witherden St, Nakara",Johnson Park,Johnson Park,57,Playgrounds
130.918745019997033,-12.405605714780842,37,PlayEquip 41,Playground Equipment,Karama,"20 Eaton Pl, Karama",Eaton Park,Eaton Park,57,Playgrounds
130.916762948068197,-12.403767485155823,38,PlayEquip 43,Playground Equipment,Karama,"18 Manunda Tce, Karama",Manunda Park,Manunda Park,57,Playgrounds
130.917589537879991,-12.394431384226218,39,PlayEquip 45,Playground Equipment,Karama,"63 Mistletoe Crct, Karama",Dickinson Park,Dickinson Park,57,Playgrounds
130.917750911174039,-12.394849636018018,40,PlayEquip 46,Playground Equipment,Karama,"63 Mistletoe Crct, Karama",Dickinson Park,Dickinson Park,57,Playgrounds
130.91082599153421,-12.396067005896438,41,PlayEquip 47,Playground Equipment,Karama,"46 Mueller Rd, Karama",Mahogany Park,Mahogany Park,57,Playgrounds
130.90604768578342,-12.390807255592929,42,PlayEquip 48,Playground Equipment,Malak,"9 Kraegen Ct, Malak",Bayfield Park,Bayfield Park,57,Playgrounds
130.905968508140944,-12.390804287237652,43,PlayEquip 49,Playground Equipment,Malak,"9 Kraegen Ct, Malak",Bayfield Park,Bayfield Park,57,Playgrounds
130.853176753520643,-12.374317115072138,44,PlayEquip 50,Exercise Equipment,Rapid Creek,"315 Casuarina Dr, Nightcliff",Nightcliff Foreshore,Nightcliff Foreshore 2,57,Playgrounds
130.850329525977003,-12.376464898816074,45,PlayEquip 51,Exercise Equipment,Rapid Creek,"315 Casuarina Dr, Nightcliff",Nightcliff Foreshore,Nightcliff Foreshore 2,57,Playgrounds
130.854321997465718,-12.398006037645752,46,PlayEquip 55,Playground Equipment,Coconut Grove,"25 Nation Cres, Coconut Grove",Nation Crescent Park,Nation Crescent Park,57,Playgrounds
130.921007972116286,-12.406854012355353,47,PlayEquip 56,Playground Equipment,Karama,"11 Freycinet St, Karama",Freycinet Park,Freycinet Park,57,Playgrounds
130.852957021356076,-12.430083992139192,48,PlayEquip 58,Playground Equipment,Parap,"43 May St, Parap",Lores Bonney Park,Lores Bonney Park,57,Playgrounds
130.852763994554664,-12.430111972164765,49,PlayEquip 59,Exercise Equipment,Parap,"43 May St, Parap",Lores Bonney Park,Lores Bonney Park,57,Playgrounds
130.853023980718064,-12.430040969309928,50,PlayEquip 60,Playground Equipment,Parap,"43 May St, Parap",Lores Bonney Park,Lores Bonney Park,57,Playgrounds
130.852806968660104,-12.430130023192044,51,PlayEquip 61,Exercise Equipment,Parap,"43 May St, Parap",Lores Bonney Park,Lores Bonney Park,57,Playgrounds
130.849951078643642,-12.426820245193138,52,PlayEquip 62,Playground Equipment,Ludmilla,"10 Gilbert St, Ludmilla",Gilbert Park,Gilbert Park,57,Playgrounds
130.855482018010463,-12.420454018849817,53,PlayEquip 63,Playground Equipment,Ludmilla,"16 Mosec St, Ludmilla",Mosec Park,Mosec Park,57,Playgrounds
130.853831659828842,-12.411344141452977,54,PlayEquip 64,Playground Equipment,Ludmilla,"7 Tudawali St, Ludmilla",Tudawali Park,Tudawali Park,57,Playgrounds
130.854050000568378,-12.395827007029876,55,PlayEquip 65,Playground Equipment,Coconut Grove,"90 Old Mcmillans, Coconut Grove",Old McMillans Park,Old Mcmillans Park,57,Playgrounds
130.850212011394092,-12.394634015832249,56,PlayEquip 67,Playground Equipment,Coconut Grove,"15 Ostermann St, Coconut Grove",Osterman Park,Osterman Park,57,Playgrounds
130.850162991626831,-12.394316971664075,57,PlayEquip 68,Playground Equipment,Coconut Grove,"15 Ostermann St, Coconut Grove",Osterman Park,Osterman Park,57,Playgrounds
130.851250989118938,-12.391760042564158,58,PlayEquip 69,Playground Equipment,Coconut Grove,"5 Sunset Dr, Coconut Grove",Sunset Cove Park,Sunset Cove Park,57,Playgrounds
130.84749556635694,-12.3785870852951,59,PlayEquip 70,Playground Equipment,Nightcliff,"1 & 7 Jacaranda Ave, Nightcliff",Bill Bell Park,Bill Bell Park,57,Playgrounds
130.847003025589032,-12.378358000811472,60,PlayEquip 71,Exercise Equipment,Nightcliff,"315 Casuarina Dr, Nightcliff",Nightcliff Foreshore,Nightcliff Foreshore 2,57,Playgrounds
130.84539274185147,-12.379464766606022,61,PlayEquip 72,Exercise Equipment,Nightcliff,"235 Casuarina Dr, Nightcliff",Nightcliff Foreshore,Nightcliff Foreshore 1,57,Playgrounds
130.867739986923596,-12.387199969003182,62,PlayEquip 73,Playground Equipment,Jingili,"91 Freshwater Rd, Jingili",Water Gardens,Rapid Creek Water Gardens,57,Playgrounds
130.878259005453174,-12.387191955189154,63,PlayEquip 74,Playground Equipment,Moil,"28 Thornton Cres, Moil",Thornton Park,Thornton Park,57,Playgrounds
130.878439985433033,-12.387201999263528,64,PlayEquip 75,Playground Equipment,Moil,"28 Thornton Cres, Moil",Thornton Park,Thornton Park,57,Playgrounds
130.836612986622384,-12.455814029444824,65,PlayEquip 76,Playground Equipment,Darwin City,"6 Dashwood Place, Darwin City",Dashwood Park,Dashwood Park,57,Playgrounds
130.836534970656459,-12.455849984742306,66,PlayEquip 77,Playground Equipment,Darwin City,"6 Dashwood Place, Darwin City",Dashwood Park,Dashwood Park,57,Playgrounds
130.877114973137935,-12.363606958690452,67,PlayEquip 78,Playground Equipment,Tiwi,"41  Tiwi Gardens, Tiwi",Tiwi Park,Tiwi Park,57,Playgrounds
